City,ASCII_City,Population,Country Code,Country Name,Longitude,Latitude,Radius,public_transport_aggregated,education_facilities_aggregated,healthcare_services_aggregated,green_spaces_aggregated,sports_facilities_aggregated,cultural_facilities_aggregated,job_availability_aggregated,foreigner_integration_aggregated,housing_affordability_aggregated,admin_efficiency_aggregated,transport_affordability_aggregated,transport_accessibility_aggregated,transport_frequency_aggregated,transport_reliability_aggregated,Numbeo_URL,ticket_one_way_eur,gasoline_liter_eur,fitness_club_monthly_eur,rent_1br_city_center_eur,rent_1br_outside_center_eur,rent_3br_city_center_eur,rent_3br_outside_center_eur,net_salary_avg_eur,utilities_basic_eur,mobile_phone_plan_eur,preschool_monthly_eur,price_sqm_city_center_eur,City_original_names,Painting,Drawing,Sculpture,Pottery,Woodworking,Photography,Street Art,Playing Musical Instruments,Singing,Dance,Opera,Theater,Stand-Up Comedy,Concerts,Festivals,Ballet,Running,Cycling,Swimming,Yoga,Skiing,Tennis,Table Tennis,Martial Arts,Football,Handball,Basketball,Rowing,Marathon,Triathlon,Badminton,Volleyball,Ice Skating,Climbing,Archery,Camping,Fishing,Hunting,Mountain Biking,Rock Climbing,Sailing,Ski Touring,Kayaking,Surfing,Computer Programming,Video Games,Robotics,3D Printing,Virtual Reality,Artificial Intelligence,Photography Equipment,Astronomy,Biology,Chemistry,Physics,Psychology,Philosophy,History,Political Science,Engineering,Mathematics,Archaeology,Cooking,Baking,Wine,Beer,Liqouor,BBQ,Steak,Seafood,Vegan and Vegetarian Cooking,Street Food,Cheese,Pizza,Pasta,Sushi,Pastry,Cake,Mountains,Lakes,Seaside,National Parks,Forests,Islands,Beaches,total_fb_users
Berlin,Berlin,3426354,DE,Germany,13.3989367,52.510885,18.096161378338362,3.131,2.261,3.0330000000000004,3.1510000000000002,2.388,3.206,2.157,2.14,1.761,2.04,2.951,3.3040000000000003,2.851,2.74,https://www.numbeo.com/cost-of-living/in/Berlin?displayCurrency=EUR,3.5,1.78,34.57,1184.35,853.78,2286.76,1711.7,2944.77,328.52,17.68,286.43,7845.82,Berlin,188940.0,124115.0,84045.0,41155.0,94575.0,313688.0,33330.0,87078.0,192300.0,222550.0,119949.0,254236.0,129684,336188.0,276692.0,82365,309319,217392,170241.0,319855,188218,235449,21237.0,77127.0,345476.0,121109.0,183504.0,11507.0,172000.0,99129.0,67599.0,137530.0,69564.0,74464.0,14239.0,260837.0,147348.0,150748.0,182151.0,33734.0,34118.0,16987.0,20691.0,181272,70910.0,393359,37748,28686.0,102570,219684,140495.0,39372,174037.0,52318,169343,233144.0,147296,222899,74091.0,265377,64899,53871,492459.0,270630,198142.0,204196,165360.0,83938,60142,50559.0,260795,90419,79180.0,74168,124850.0,58553.0,68436.0,118899.0,148436.0,104095.0,94313.0,32908.0,99861.0,39198.0,200010.0,770856.0
Bialystok,Bialystok,291855,PL,Poland,23.1591679,53.132398,14.891899054790448,2.799,2.698,2.392,3.282,2.7319999999999998,3.1390000000000002,1.855,1.9100000000000004,2.37,2.24,2.932,3.1980000000000004,2.9819999999999998,2.9410000000000003,https://www.numbeo.com/cost-of-living/in/Bialystok?displayCurrency=EUR,0.93,1.51,33.36,384.0,369.46,698.18,543.03,1004.07,225.84,7.19,238.55,2349.55,Bialystok,38371.0,28134.0,17777.0,2154.0,15401.0,63215.0,3940.0,6550.0,38321.0,47489.0,10371.0,82861.0,32304,119536.0,102028.0,53954,101662,30972,39003.0,87023,41729,44330,5117.0,25138.0,48610.0,5954.0,38891.0,1199.0,47068.0,22310.0,5534.0,30553.0,6883.0,12180.0,3799.0,49807.0,39854.0,26156.0,36139.0,6990.0,8777.0,3414.0,5363.0,42353,17162.0,104221,10147,4737.0,2320,52669,19924.0,4737,12003.0,6252,34820,40537.0,7306,33913,3212.0,52104,11882,4532,97431.0,41228,35905.0,38227,31531.0,14909,6232,13521.0,38055,11654,5748.0,13889,11447.0,22607.0,6542.0,20619.0,45667.0,31097.0,20436.0,5206.0,16450.0,2802.0,43885.0,200768.0
Bologna,Bologna,394843,IT,Italy,11.3426327,44.4938203,15.285090194738164,2.743,2.67,3.0269999999999997,3.1599999999999997,2.7640000000000002,3.0580000000000003,2.1750000000000003,2.2,1.7999999999999998,2.42,2.701,3.1250000000000004,3.042,2.9760000000000004,https://www.numbeo.com/cost-of-living/in/Bologna?displayCurrency=EUR,1.5,1.79,53.85,1000.0,749.21,1779.99,1263.33,1843.96,230.51,10.04,736.67,4425.0,Bologna,102402.0,73712.0,61826.0,25162.0,51224.0,219366.0,18443.0,54666.0,79581.0,92314.0,40322.0,125147.0,39660,159171.0,131695.0,45223,128632,89458,84713.0,150164,101696,135594,11755.0,40373.0,160997.0,40067.0,126383.0,5482.0,79272.0,45098.0,38819.0,93958.0,41023.0,42858.0,4318.0,119498.0,71142.0,50261.0,100337.0,23486.0,32790.0,11765.0,21663.0,90222,16971.0,217065,19936,23693.0,33350,105537,56616.0,34513,88893.0,22175,82032,125653.0,87799,110811,21841.0,110878,22626,61236,234468.0,112438,143465.0,133838,113381.0,39356,29840,35806.0,117871,88004,71369.0,43376,120045.0,66277.0,91683.0,57650.0,123026.0,53569.0,88114.0,23761.0,53697.0,23950.0,112718.0,288586.0
Bordeaux,Bordeaux,260958,FR,France,-0.5800364,44.841225,14.746324512068277,3.057,2.8529999999999998,3.1250000000000004,3.1170000000000004,2.9450000000000003,3.011,2.239,2.54,1.96,2.5100000000000002,3.068,3.184,2.9939999999999998,2.8419999999999996,https://www.numbeo.com/cost-of-living/in/Bordeaux?displayCurrency=EUR,1.8,1.81,32.72,758.46,593.08,1438.89,1094.44,2184.33,219.71,21.81,664.5,5403.83,Bordeaux,99891.0,93600.0,54103.0,20928.0,39255.0,238603.0,18196.0,58365.0,69742.0,118924.0,63262.0,128092.0,29378,199421.0,131238.0,62571,146059,114643,97892.0,149392,82567,137160,48131.0,58550.0,125844.0,66545.0,103517.0,27836.0,77261.0,82036.0,61767.0,79487.0,15262.0,29950.0,30542.0,144092.0,71458.0,57829.0,72907.0,45547.0,20008.0,10648.0,20917.0,125332,9926.0,193348,16431,12317.0,42509,90068,38699.0,17909,64292.0,10838,60387,87602.0,57213,94671,23836.0,83738,16245,16052,228090.0,78241,129933.0,66713,61513.0,28205,14094,17934.0,84114,41115,50673.0,28113,36315.0,22048.0,32701.0,59100.0,89917.0,40299.0,44240.0,17097.0,38615.0,13130.0,115580.0,342841.0
Braga,Braga,121394,PT,Portugal,-8.305940894467813,41.56983185,13.750674987095747,2.4859999999999998,2.876,2.782,2.8830000000000005,2.7929999999999997,2.735,2.064,2.52,2.3169999999999997,2.4699999999999998,2.404,2.7709999999999995,2.529,2.5949999999999998,https://www.numbeo.com/cost-of-living/in/Braga?displayCurrency=EUR,1.55,1.68,37.78,795.45,605.56,1287.5,981.82,1030.0,130.79,18.72,350.0,2533.33,Braga,57888.0,38384.0,28473.0,9930.0,43498.0,134539.0,8419.0,36999.0,72329.0,67660.0,9046.0,48823.0,39421,86090.0,95329.0,47448,88478,55556,49847.0,78376,24716,48896,7047.0,13655.0,139406.0,9388.0,37900.0,1332.0,43919.0,23388.0,2079.0,28361.0,873.0,8151.0,1183.0,70950.0,45569.0,34047.0,37726.0,4690.0,11265.0,798.0,9313.0,57060,16423.0,106041,10412,12140.0,17955,68229,32476.0,11180,47388.0,11216,59106,93919.0,43613,56923,23445.0,100721,15691,11856,132592.0,42123,93070.0,71605,42481.0,33881,20241,22587.0,57606,9771,22736.0,25736,5861.0,38650.0,23172.0,47183.0,51288.0,23868.0,44439.0,6615.0,10441.0,16510.0,95462.0,123522.0
Bratislava,Bratislava,423737,SK,Slovakia,17.1093063,48.1516988,15.376970313911068,2.5770000000000004,2.33,2.344,2.7790000000000004,2.379,2.8150000000000004,2.6579999999999995,1.9200000000000002,1.582,1.9,3.1590000000000003,3.188,3.003,2.7920000000000003,https://www.numbeo.com/cost-of-living/in/Bratislava?displayCurrency=EUR,1.1,1.59,41.5,703.44,567.67,1215.38,903.08,1376.87,224.17,24.44,571.88,4937.38,Bratislava,75488.0,63607.0,36328.0,5481.0,27290.0,118976.0,10397.0,24233.0,76464.0,103241.0,32163.0,113390.0,44541,152889.0,123847.0,40529,143871,105158,84030.0,126420,83997,94004,7786.0,37225.0,78631.0,4872.0,57988.0,998.0,63993.0,46063.0,3940.0,42987.0,3798.0,39855.0,4668.0,105163.0,74639.0,62298.0,91500.0,11693.0,6772.0,30830.0,16843.0,50772,23735.0,130257,7441,13008.0,6732,52168,23178.0,20954,25664.0,17144,54948,75927.0,18995,79216,7252.0,92432,23715,18603,176956.0,90909,78605.0,72087,53024.0,27765,17560,16446.0,84334,33869,13483.0,27694,17700.0,15570.0,16126.0,33209.0,113668.0,48090.0,49769.0,7019.0,23458.0,13435.0,88944.0,262552.0
Braunschweig,Braunschweig,244715,DE,Germany,10.5236066,52.2646577,14.66271793180325,3.0470000000000006,2.406,3.1599999999999997,3.325,2.784,3.264,2.2880000000000003,2.4,1.701,2.26,2.765,3.2140000000000004,2.809,3.0549999999999997,https://www.numbeo.com/cost-of-living/in/Braunschweig?displayCurrency=EUR,3.0,1.73,31.67,601.67,479.17,1220.0,944.0,3454.88,176.39,23.98,350.0,3157.5,Braunschweig,17140.0,12324.0,7210.0,4274.0,13331.0,29941.0,3987.0,8748.0,17078.0,16971.0,13767.0,25573.0,11167,33820.0,26506.0,7984,32680,24556,17120.0,32072,22087,27203,2198.0,10026.0,41985.0,18017.0,22527.0,1112.0,18766.0,11531.0,8418.0,16560.0,8729.0,9065.0,1718.0,34650.0,17722.0,18791.0,22778.0,4198.0,3098.0,1305.0,1780.0,20960,5617.0,41656,5483,3552.0,9742,22494,14484.0,2453,20118.0,6826,19679,23642.0,14634,18453,6550.0,29541,4864,3899,56284.0,33921,20738.0,20617,19161.0,12253,7027,6288.0,25564,8586,10799.0,9163,15720.0,6241.0,7370.0,14334.0,14932.0,10176.0,10968.0,4665.0,13130.0,4438.0,23595.0,66962.0
Brussels,Brussels,1019022,BE,Belgium,4.351697,50.8465573,16.51854563276852,2.8009999999999997,2.548,3.1860000000000004,3.136,2.6459999999999995,2.9779999999999993,1.9540000000000004,2.32,1.755,2.51,2.891,3.233,2.99,2.8289999999999997,https://www.numbeo.com/cost-of-living/in/Brussels?displayCurrency=EUR,2.5,1.7,35.54,1117.22,954.55,2050.0,1621.82,2773.93,223.41,22.18,943.33,4200.0,Brussels,243874.0,150721.0,129117.0,35700.0,111390.0,432645.0,61849.0,125735.0,191531.0,278510.0,65522.0,262811.0,94653,409250.0,290287.0,111450,288807,275869,177082.0,309914,160653,236175,27162.0,95837.0,291068.0,27649.0,186497.0,10838.0,146892.0,108172.0,38329.0,113836.0,23917.0,61781.0,10780.0,294301.0,153445.0,123434.0,184092.0,22099.0,39411.0,10807.0,34175.0,165045,38510.0,370857,32669,33492.0,68590,161818,90401.0,24241,114393.0,37495,137201,208119.0,127012,219594,47804.0,276614,47082,39491,510115.0,195642,212358.0,174980,130458.0,77069,48565,53216.0,222816,93402,104940.0,73569,91113.0,69535.0,91423.0,118861.0,129191.0,90014.0,89120.0,30909.0,79896.0,27632.0,221775.0,703529.0
Bucharest,Bucharest,1877155,RO,Romania,26.1027202,44.4361414,17.313321407509953,2.304,2.271,2.2569999999999997,2.635,2.009,2.585,2.389,2.26,2.037,2.16,2.982,3.0650000000000004,2.725,2.616,https://www.numbeo.com/cost-of-living/in/Bucharest?displayCurrency=EUR,0.6,1.48,46.13,545.25,359.98,945.14,650.97,1121.31,157.17,8.67,488.73,2527.68,Bucharest,395266.0,291607.0,228712.0,39388.0,115210.0,602186.0,45009.0,119016.0,413317.0,436235.0,142246.0,514423.0,356224,728350.0,592469.0,229534,632405,282966,403262.0,571813,300118,385589,24266.0,77235.0,345983.0,56308.0,254061.0,10844.0,322495.0,179488.0,14335.0,215305.0,8218.0,79459.0,8158.0,451729.0,362921.0,267085.0,290765.0,31907.0,50195.0,15168.0,26254.0,243741,119120.0,610138,41976,43437.0,31371,344473,220860.0,113264,122606.0,39118,161365,314204.0,98629,254399,52957.0,493490,98069,44649,848046.0,322241,371565.0,344540,258197.0,177167,142561,132958.0,347495,126087,129109.0,176911,103115.0,114096.0,144808.0,221317.0,502769.0,274582.0,233205.0,20393.0,100580.0,53068.0,608755.0,1314250.0
Budapest,Budapest,1741041,HU,Hungary,19.14609412691246,47.48138955,17.215392648020142,2.7619999999999996,2.171,2.117,2.819,2.312,3.012000000000001,2.215,2.45,1.56,2.44,2.812,3.264,2.9010000000000002,2.8000000000000003,https://www.numbeo.com/cost-of-living/in/Budapest?displayCurrency=EUR,1.13,1.56,46.69,607.08,445.87,1039.45,750.74,1126.41,130.43,22.12,396.94,3596.28,Budapest,453809.0,332369.0,204496.0,54962.0,164078.0,598398.0,53672.0,108574.0,352250.0,449842.0,134130.0,639360.0,184498,690524.0,606498.0,199426,671082,435858,434753.0,659764,329146,409288,117725.0,201437.0,378479.0,105821.0,347700.0,52348.0,356971.0,279632.0,104934.0,243984.0,13475.0,203696.0,40543.0,493442.0,451642.0,352322.0,379114.0,120187.0,169167.0,15029.0,177516.0,377689,160742.0,652574,38779,59231.0,41257,349803,196881.0,114213,129348.0,85725,210645,481072.0,104147,433154,65042.0,472213,118575,112187,851657.0,467326,454712.0,377735,264739.0,186265,120956,81874.0,443449,237958,94896.0,162365,160082.0,62446.0,105352.0,215816.0,359310.0,233780.0,188346.0,40515.0,164410.0,59086.0,421803.0,1168577.0
Burgas,Burgas,195966,BG,Bulgaria,27.35496958498066,42.5040226,14.373705239272592,3.0359999999999996,2.63,2.298,3.1020000000000003,2.6719999999999997,2.6039999999999996,2.15,2.4400000000000004,2.1189999999999998,2.59,2.9119999999999995,3.2030000000000003,3.1510000000000002,3.229,https://www.numbeo.com/cost-of-living/in/Burgas?displayCurrency=EUR,0.77,1.34,26.84,387.83,280.9,749.82,487.22,818.9,83.86,14.4,204.57,1914.97,Burgas,36422.0,27401.0,22689.0,1808.0,14242.0,57077.0,2564.0,5086.0,42575.0,38841.0,11048.0,43691.0,15998,52356.0,50652.0,22404,56107,20280,38194.0,55028,36722,39798,1998.0,9715.0,35772.0,1223.0,30271.0,997.0,32394.0,21310.0,1099.0,27912.0,997.0,17603.0,997.0,53318.0,44076.0,34383.0,34708.0,5219.0,7116.0,3807.0,1798.0,32561,5408.0,53401,7802,3054.0,6223,24547,18851.0,3304,7952.0,2320,20041,24163.0,7092,22954,2855.0,49520,5224,7505,69533.0,31093,31486.0,29756,22409.0,17095,12698,15276.0,25617,6460,5136.0,19016,11698.0,11490.0,8180.0,18602.0,53235.0,34288.0,36209.0,1820.0,8294.0,11618.0,55437.0,2638.0
Cardiff,Cardiff,447287,GB,United Kingdom,-3.1791934,51.4816546,15.447336043385988,2.8010000000000006,2.6189999999999998,2.8659999999999997,3.358,2.824,3.354,2.008,2.7199999999999998,2.171,2.57,2.79,3.098,2.992,2.7800000000000002,https://www.numbeo.com/cost-of-living/in/Cardiff?displayCurrency=EUR,2.63,1.75,33.11,1212.73,963.31,2143.18,1433.77,2824.61,277.08,13.28,1493.51,2389.61,Cardiff,157869.0,64705.0,60848.0,43486.0,73567.0,201225.0,10631.0,40000.0,144356.0,132548.0,39869.0,186899.0,110099,209601.0,182676.0,49623,173742,127086,100370.0,149256,94385,116561,14649.0,59426.0,131526.0,35001.0,94630.0,12838.0,106827.0,63787.0,44794.0,65429.0,45556.0,42748.0,9600.0,164384.0,114332.0,79711.0,92593.0,28758.0,20166.0,3958.0,17193.0,106806,14239.0,233705,13172,16372.0,18508,90917,62794.0,23686,97344.0,19540,74954,93024.0,70844,163047,24568.0,112642,32917,31129,277113.0,153419,129228.0,144569,107828.0,43147,70565,19273.0,135014,83311,57385.0,47107,56053.0,10724.0,38336.0,107884.0,62726.0,48225.0,35167.0,20049.0,61812.0,17448.0,108342.0,248040.0
Cluj-Napoca,Cluj-Napoca,316748,RO,Romania,23.5899542,46.769379,14.998382001052798,2.9,2.751,2.5010000000000003,2.832,2.811,3.0719999999999996,2.604,2.6300000000000003,1.9419999999999997,2.61,3.380000000000001,3.4170000000000003,3.2490000000000006,3.369,https://www.numbeo.com/cost-of-living/in/Cluj-napoca?displayCurrency=EUR,0.6,1.47,36.17,559.25,401.65,964.2,698.0,1135.95,117.2,7.15,441.89,3140.28,Cluj-Napoca,70119.0,54977.0,40555.0,9183.0,29303.0,125558.0,7416.0,21309.0,74678.0,88176.0,30822.0,107070.0,49516,156086.0,126037.0,46259,140269,63456,81592.0,124807,75519,82704,5180.0,20800.0,74921.0,12956.0,59859.0,2289.0,75804.0,38513.0,2330.0,46966.0,1816.0,23930.0,1899.0,110410.0,81791.0,62788.0,76178.0,13534.0,10386.0,8218.0,15221.0,57204,37706.0,136228,10524,9102.0,5556,77371,51219.0,13004,27099.0,10667,37199,77027.0,23207,60927,9799.0,120820,23088,18375,182241.0,68517,73956.0,72226,43143.0,41812,33249,25437.0,73642,33080,22808.0,33277,26268.0,19969.0,27992.0,45307.0,110302.0,57868.0,50999.0,6304.0,21563.0,11900.0,130712.0,278179.0
Darmstadt,Darmstadt,140385,DE,Germany,8.651177,49.872775,13.939766137428792,3.088,2.125,3.066,3.102,2.734,3.2939999999999996,2.3289999999999997,2.6599999999999997,1.374,2.29,2.3770000000000002,3.3339999999999996,2.932,2.971,https://www.numbeo.com/cost-of-living/in/Darmstadt?displayCurrency=EUR,3.0,1.73,39.33,847.5,843.33,2400.0,1666.67,3205.29,261.85,34.13,875.0,5200.0,Darmstadt,27418.0,17449.0,14694.0,6239.0,17216.0,44334.0,4109.0,13080.0,27466.0,30765.0,22039.0,40007.0,16384,50516.0,41872.0,12439,48543,39277,29835.0,51769,35132,42696,2602.0,14770.0,63104.0,22960.0,30019.0,1521.0,27343.0,18655.0,10702.0,24367.0,11412.0,16112.0,2083.0,47123.0,23575.0,26544.0,33714.0,6006.0,4898.0,2588.0,2577.0,29555,10172.0,61162,7746,5100.0,13439,35685,22148.0,4462,26977.0,10711,28573,38099.0,20635,28096,8784.0,42497,9001,5789,87452.0,51257,36927.0,33550,29429.0,18575,12901,7768.0,42160,14986,15900.0,9797,25105.0,7900.0,12950.0,21405.0,29110.0,16041.0,15365.0,6186.0,18886.0,5762.0,34556.0,66300.0
Diyarbakir,Diyarbakir,1791373,TR,Türkiye,40.2363542,37.9162222,17.252468960231205,2.449,2.435,2.6130000000000004,2.9989999999999997,2.2119999999999997,2.387,1.8090000000000002,2.8400000000000003,2.3369999999999997,2.69,2.7569999999999997,3.147,2.896,2.9650000000000003,https://www.numbeo.com/cost-of-living/in/Diyarbakir-Turkey?displayCurrency=EUR,0.29,1.0,9.34,280.07,346.75,486.79,546.8,666.83,32.44,4.8,236.81,453.45,Diyarbakir,23909.0,14973.0,11149.0,2096.0,10729.0,51480.0,687.0,3538.0,18308.0,21676.0,7957.0,37249.0,6471,54729.0,53064.0,9055,62194,12972,28561.0,42969,20024,31158,3399.0,12618.0,61459.0,5799.0,39874.0,839.0,18123.0,8908.0,8153.0,30895.0,5182.0,5830.0,3679.0,48875.0,36891.0,25866.0,18520.0,1273.0,7463.0,958.0,2707.0,17338,2999.0,97834,5518,3069.0,4116,51298,18673.0,2999,9809.0,3595,25280,23565.0,5845,27036,6057.0,52183,5560,9833,85843.0,34285,22796.0,17366,12779.0,17911,14491,4742.0,14840,5139,14021.0,9985,11101.0,1269.0,17518.0,15575.0,21694.0,9008.0,21072.0,1299.0,8839.0,1529.0,40424.0,210933.0
Dortmund,Dortmund,588462,DE,Germany,7.4652789,51.5142273,15.804205360967067,3.0650000000000004,2.642,3.1010000000000004,3.2209999999999996,2.6929999999999996,3.152,1.918,2.12,1.8459999999999999,2.22,2.596,3.27,2.876,2.935,https://www.numbeo.com/cost-of-living/in/Dortmund?displayCurrency=EUR,3.2,1.77,35.0,753.33,543.33,1250.0,1362.5,2672.17,292.92,40.79,363.33,2700.0,Dortmund,69190.0,47436.0,31845.0,17638.0,48206.0,119136.0,14739.0,31599.0,68076.0,76155.0,56577.0,95417.0,39666,138131.0,117089.0,29825,136508,107578,74093.0,133450,90920,113521,6410.0,31495.0,186892.0,65860.0,85725.0,3952.0,80199.0,42884.0,32482.0,67692.0,34568.0,35403.0,5191.0,134111.0,66952.0,74928.0,91295.0,13779.0,12712.0,5461.0,8045.0,84306,21986.0,183862,19283,13360.0,46344,103668,62732.0,10546,79772.0,23680,83573,92170.0,53771,76995,22869.0,119131,20561,20671,245923.0,151691,82052.0,93051,72645.0,48166,37414,19927.0,105159,38261,38617.0,27628,68462.0,15211.0,32947.0,65400.0,67515.0,46463.0,51124.0,16445.0,55087.0,20255.0,98078.0,229243.0
Dresden,Dresden,556227,DE,Germany,13.7381437,51.0493286,15.73091454585162,3.3430000000000004,2.3750000000000004,3.1610000000000005,3.276,2.522,3.5250000000000004,2.357,2.34,1.804,2.1799999999999997,2.858,3.485,3.1929999999999996,3.282,https://www.numbeo.com/cost-of-living/in/Dresden?displayCurrency=EUR,3.0,1.79,30.33,748.57,489.17,1313.64,950.0,2780.06,285.79,27.83,266.67,4573.0,Dresden,31393.0,22164.0,15550.0,7208.0,20258.0,48511.0,4623.0,12879.0,29497.0,37585.0,24460.0,46929.0,15505,71439.0,56217.0,20346,51739,43942,30023.0,50159,39850,42770,2822.0,11506.0,72135.0,28720.0,34461.0,1869.0,30864.0,20885.0,13699.0,31512.0,14943.0,17402.0,2128.0,52821.0,28339.0,30853.0,39244.0,7207.0,5650.0,3489.0,3527.0,34191,8611.0,71934,8481,5664.0,14478,39296,42590.0,4695,32438.0,10777,30306,37932.0,23245,33451,16713.0,45598,9057,8185,86526.0,51327,32113.0,34587,30457.0,15857,9413,6762.0,41283,13227,13686.0,10322,22312.0,7676.0,11261.0,19959.0,32003.0,20011.0,16099.0,8177.0,20659.0,5434.0,33258.0,131939.0
Dublin,Dublin,1024027,IE,Ireland,-6.2605593,53.3493795,16.524919759804092,2.905,2.935,2.6069999999999998,3.323,2.859,3.173,2.3560000000000003,2.52,1.5340000000000003,2.26,2.8710000000000004,3.022,3.029,2.8780000000000006,https://www.numbeo.com/cost-of-living/in/Dublin?displayCurrency=EUR,2.0,1.78,51.0,2015.61,1730.68,3512.79,2940.62,3360.21,267.95,22.44,1239.29,7198.41,Dublin,302266.0,132423.0,138754.0,78454.0,123449.0,387549.0,26818.0,95496.0,301083.0,274271.0,61878.0,314539.0,178905,458540.0,361875.0,98874,354218,211888,192131.0,315957,140060,203588,25504.0,115138.0,254691.0,50733.0,169075.0,31276.0,200027.0,117047.0,63585.0,92070.0,52545.0,62999.0,14845.0,245667.0,192951.0,136916.0,158000.0,46952.0,61632.0,11351.0,33100.0,193236,33707.0,398331,29774,23520.0,40786,179965,127664.0,31246,168566.0,36313,174525,224178.0,164493,275171,37247.0,280830,83408,50722,509890.0,267739,274229.0,239816,194618.0,84074,101525,56582.0,233549,63159,104248.0,108868,97016.0,33923.0,57817.0,135950.0,103327.0,69097.0,76300.0,18644.0,91867.0,25287.0,200427.0,680646.0
Dusseldorf,Dusseldorf,620523,DE,Germany,6.7763137,51.2254018,15.873221798120783,3.002,2.5070000000000006,3.327,3.2619999999999996,2.743,3.366,2.4959999999999996,2.56,1.567,2.4499999999999997,2.6990000000000003,3.321,2.8390000000000004,2.743,https://www.numbeo.com/cost-of-living/in/Dusseldorf?displayCurrency=EUR,3.1,1.74,40.54,918.33,813.67,1931.25,1465.83,2938.36,313.15,27.68,591.67,7391.67,Dusseldorf,75940.0,54550.0,35298.0,17737.0,47406.0,128721.0,13249.0,33693.0,73545.0,79902.0,55331.0,99919.0,45801,133546.0,112490.0,32365,132250,106389,69362.0,138672,89022,115607,7275.0,34915.0,163998.0,64705.0,79799.0,4636.0,70607.0,40926.0,30178.0,58172.0,32710.0,34485.0,5055.0,120695.0,60650.0,69738.0,83878.0,14080.0,13206.0,6481.0,8102.0,79615,21408.0,158045,21023,12598.0,41490,90935,57307.0,11150,76825.0,24172,70806,93919.0,59735,78947,28032.0,113375,20161,15123,222216.0,133767,88619.0,80246,74504.0,44039,32377,22037.0,103895,40555,35099.0,27767,68984.0,18943.0,30352.0,56452.0,68675.0,43581.0,43999.0,17341.0,48031.0,18860.0,91469.0,262762.0
Essen,Essen,593085,DE,Germany,7.0158171,51.4582235,15.81438587377546,2.6900000000000004,2.413,3.199,3.166,2.391,3.067,1.912,2.16,1.8670000000000002,2.1399999999999997,2.508,3.2179999999999995,2.649,2.697,https://www.numbeo.com/cost-of-living/in/Essen?displayCurrency=EUR,3.15,1.76,33.99,654.08,507.5,1274.0,964.0,2921.31,329.65,32.35,397.25,3614.29,Essen,99909.0,66459.0,46032.0,23580.0,66829.0,166363.0,20645.0,44982.0,98881.0,107234.0,81826.0,145150.0,60943,191874.0,163040.0,38304,188658,148003,104259.0,178816,125889,159061,8558.0,53154.0,256513.0,95585.0,116976.0,6855.0,107010.0,62843.0,44061.0,93323.0,47385.0,49155.0,6497.0,180570.0,92469.0,102699.0,127572.0,20990.0,16700.0,7733.0,11111.0,117977,28185.0,255738,26796,17899.0,63389,144651,85946.0,13911,114756.0,34135,117556,131771.0,81360,108500,32930.0,171499,26932,24306,341798.0,208732,119200.0,130696,105214.0,67993,56175,29112.0,149104,53911,50205.0,38315,98946.0,21036.0,45499.0,80876.0,96906.0,62854.0,64621.0,21045.0,71881.0,28143.0,136610.0,309555.0
Frankfurt am Main,Frankfurt am Main,650000,DE,Germany,8.6820917,50.1106444,15.933599035539586,3.113,2.212,3.199,3.122,2.6390000000000002,3.373,2.644,2.67,1.3399999999999999,2.22,2.483,3.359,3.072,2.7840000000000003,https://www.numbeo.com/cost-of-living/in/Frankfurt?displayCurrency=EUR,3.45,1.77,46.54,1271.77,945.46,2215.91,1493.18,3671.93,316.25,21.85,503.75,7192.65,Frankfurt am Main,98538.0,59950.0,50553.0,21150.0,55809.0,163708.0,12987.0,44818.0,95350.0,110455.0,73099.0,121491.0,58123,166506.0,138726.0,44806,171747,126905,99032.0,172031,118529,144624,10767.0,48188.0,199017.0,68393.0,106495.0,6080.0,99956.0,64100.0,38582.0,80754.0,39315.0,52099.0,6669.0,152138.0,88150.0,86953.0,112256.0,17790.0,20405.0,7947.0,9775.0,102141,35208.0,207516,26165,14151.0,46724,122655,76473.0,15160,92676.0,30337,93099,123410.0,75576,102603,36143.0,146002,30640,20220,288802.0,162276,121776.0,105960,94312.0,55554,42438,28057.0,134502,51105,48022.0,34811,83202.0,31782.0,41548.0,68784.0,94851.0,52221.0,49503.0,19826.0,63550.0,19456.0,117249.0,346117.0
