City,ASCII_City,Population,Country Code,Country Name,Longitude,Latitude,Radius,public_transport_aggregated,education_facilities_aggregated,healthcare_services_aggregated,green_spaces_aggregated,sports_facilities_aggregated,cultural_facilities_aggregated,job_availability_aggregated,foreigner_integration_aggregated,housing_affordability_aggregated,admin_efficiency_aggregated,transport_affordability_aggregated,transport_accessibility_aggregated,transport_frequency_aggregated,transport_reliability_aggregated,Numbeo_URL,ticket_one_way_eur,gasoline_liter_eur,fitness_club_monthly_eur,rent_1br_city_center_eur,rent_1br_outside_center_eur,rent_3br_city_center_eur,rent_3br_outside_center_eur,net_salary_avg_eur,utilities_basic_eur,mobile_phone_plan_eur,preschool_monthly_eur,price_sqm_city_center_eur,City_original_names,Painting,Drawing,Sculpture,Pottery,Woodworking,Photography,Street Art,Playing Musical Instruments,Singing,Dance,Opera,Theater,Stand-Up Comedy,Concerts,Festivals,Ballet,Running,Cycling,Swimming,Yoga,Skiing,Tennis,Table Tennis,Martial Arts,Football,Handball,Basketball,Rowing,Marathon,Triathlon,Badminton,Volleyball,Ice Skating,Climbing,Archery,Camping,Fishing,Hunting,Mountain Biking,Rock Climbing,Sailing,Ski Touring,Kayaking,Surfing,Computer Programming,Video Games,Robotics,3D Printing,Virtual Reality,Artificial Intelligence,Photography Equipment,Astronomy,Biology,Chemistry,Physics,Psychology,Philosophy,History,Political Science,Engineering,Mathematics,Archaeology,Cooking,Baking,Wine,Beer,Liqouor,BBQ,Steak,Seafood,Vegan and Vegetarian Cooking,Street Food,Cheese,Pizza,Pasta,Sushi,Pastry,Cake,Mountains,Lakes,Seaside,National Parks,Forests,Islands,Beaches,total_fb_users
Freiburg,Freiburg,215966,DE,Germany,7.8494005,47.9960901,14.500132465744528,3.264,2.4919999999999995,3.448,3.1540000000000004,2.9579999999999997,3.287,2.341,2.6,1.3639999999999999,2.23,2.7359999999999998,3.366,3.1239999999999997,3.2310000000000003,https://www.numbeo.com/cost-of-living/in/Freiburg-Im-Breisgau?displayCurrency=EUR,2.61,1.76,37.25,1033.33,723.33,1737.5,1400.0,3033.33,270.16,29.97,483.33,7625.0,Freiburg,16748.0,10944.0,6947.0,3799.0,10864.0,30790.0,3012.0,9021.0,18417.0,21995.0,13090.0,22955.0,11813,30591.0,29389.0,8488,32887,26050,18365.0,34246,23863,25126,1699.0,15340.0,40150.0,13499.0,17963.0,798.0,17657.0,11099.0,6768.0,14467.0,7006.0,11953.0,978.0,33576.0,17700.0,17377.0,26579.0,3699.0,3275.0,2609.0,1918.0,18697,5751.0,37869,6065,3298.0,8517,21155,13742.0,2646,19060.0,6193,17471,24974.0,15484,17883,6818.0,26369,4271,3673,55432.0,30530,24360.0,19486,18655.0,12199,8795,6368.0,26318,7512,9624.0,6876,13954.0,6722.0,6158.0,11211.0,23103.0,12169.0,11629.0,3850.0,12862.0,5550.0,22011.0,61609.0
Furth,Furth,112025,DE,Germany,12.0212216,48.5915163,13.646182522986363,3.153,2.578,3.35,3.2760000000000002,2.7890000000000006,3.2489999999999997,2.176,2.71,1.889,2.42,2.3870000000000005,3.269,2.8510000000000004,2.985,https://www.numbeo.com/cost-of-living/in/Furth-Germany?displayCurrency=EUR,2.8,1.76,,550.0,500.0,800.0,737.5,,285.0,25.21,238.0,,Furth,9175.0,5763.0,3732.0,2441.0,7221.0,14524.0,1065.0,4297.0,8601.0,9786.0,6885.0,11301.0,4608,15181.0,13236.0,2853,17032,13085,8964.0,18200,15653,13311,998.0,3275.0,19416.0,7055.0,10292.0,998.0,9605.0,5773.0,4037.0,8354.0,4271.0,7336.0,776.0,16406.0,8900.0,8817.0,13464.0,2565.0,1481.0,2190.0,831.0,10580,5199.0,20955,4230,2235.0,4880,12352,6945.0,1165,9550.0,3031,10311,12077.0,6099,9014,3098.0,15981,4194,2198,28001.0,16354,10130.0,11216,8920.0,6415,3948,2154.0,13932,5961,4726.0,2832,7572.0,5128.0,3064.0,5935.0,12111.0,5827.0,4107.0,2730.0,7347.0,1855.0,10199.0,6651.0
Gdansk,Gdansk,461865,PL,Poland,18.6540233,54.3482907,15.489060743044607,2.912,2.561,2.493,3.1210000000000004,2.856,3.165,2.3920000000000003,1.8800000000000001,2.023,2.15,2.878,3.245,3.0599999999999996,2.736,https://www.numbeo.com/cost-of-living/in/Gdansk?displayCurrency=EUR,1.12,1.51,33.8,771.94,616.73,1154.74,854.89,1514.75,263.57,10.01,309.82,4510.49,Gdansk,84298.0,60088.0,35415.0,6302.0,26353.0,126466.0,11010.0,12872.0,70000.0,93013.0,23445.0,152558.0,54580,221144.0,193048.0,93670,177981,60986,76406.0,165089,80599,85820,10499.0,39982.0,84552.0,14299.0,76115.0,3301.0,78612.0,44946.0,11582.0,53350.0,9101.0,29244.0,7148.0,93960.0,77110.0,40654.0,66524.0,18414.0,23574.0,8760.0,13435.0,84116,39092.0,188193,12183,10344.0,5476,93084,37687.0,15612,22825.0,12303,61333,86093.0,19101,74977,6569.0,98336,20651,13173,174719.0,72578,80469.0,81019,61639.0,23823,16663,18529.0,83309,36159,10653.0,28870,28306.0,50859.0,13311.0,40171.0,85245.0,51939.0,56731.0,6582.0,23464.0,7609.0,96276.0,332805.0
Geneve,Geneve,183981,CH,Switzerland,6.1466014,46.2017559,14.291603251697708,3.1289999999999996,2.9,3.359,3.4180000000000006,2.7889999999999997,3.12,2.012,,1.4,,2.963,3.505,3.37,3.173,https://www.numbeo.com/cost-of-living/in/Geneva?displayCurrency=EUR,3.19,1.98,71.21,2023.54,1789.59,4161.64,3328.26,6811.92,217.84,54.85,3562.78,18859.6,Geneve,53483.0,36266.0,21930.0,7836.0,17755.0,109373.0,8021.0,18222.0,43339.0,60331.0,14892.0,60826.0,28252,88774.0,57670.0,24764,70096,51387,41535.0,78140,58979,50738,4039.0,19767.0,64839.0,11631.0,34237.0,1726.0,37432.0,23725.0,8407.0,24499.0,7234.0,21138.0,2056.0,61080.0,32078.0,25542.0,48738.0,9996.0,9130.0,8789.0,5321.0,41557,4633.0,81746,5227,4371.0,14361,33017,20892.0,7436,26405.0,6767,28828,51766.0,29432,53386,11407.0,49820,13463,11148,105227.0,41643,56562.0,35532,29016.0,13088,8404,8774.0,50831,13026,25746.0,14675,19048.0,14056.0,14312.0,23208.0,65546.0,23036.0,26504.0,7941.0,14885.0,6612.0,43963.0,186479.0
Glasgow,Glasgow,626410,GB,United Kingdom,-4.2501687,55.861155,15.885506049378066,2.8100000000000005,2.625,2.85,3.225,2.701,3.1700000000000004,2.086,2.7199999999999998,2.1950000000000003,2.58,2.678,3.005,2.737,2.7499999999999996,https://www.numbeo.com/cost-of-living/in/Glasgow?displayCurrency=EUR,3.41,1.75,44.14,1248.87,881.64,2194.79,1469.43,3203.11,319.73,15.69,1059.39,3515.71,Glasgow,342034.0,125312.0,118895.0,83513.0,139299.0,430034.0,31902.0,108855.0,316272.0,299015.0,120890.0,413373.0,298669,466416.0,375080.0,123248,364508,252483,181743.0,306210,186476,252106,32336.0,153159.0,313960.0,74467.0,203628.0,15431.0,227495.0,111945.0,85790.0,131245.0,93209.0,88221.0,17069.0,303463.0,214532.0,163210.0,184995.0,55376.0,30649.0,7675.0,31265.0,197532,21839.0,496738,26252,27292.0,41515,180063,179965.0,50878,201765.0,38967,159910,205679.0,156773,354567,32599.0,251790,73525,65231,572587.0,334652,315190.0,299858,274199.0,103957,119213,46102.0,271730,167722,127621.0,115403,156696.0,36022.0,95194.0,258112.0,134023.0,96168.0,62654.0,31802.0,120143.0,39779.0,225177.0,535653.0
Graz,Graz,295424,AT,Austria,15.4382786,47.0708678,14.907711606902105,3.096,3.0810000000000004,3.317,2.9819999999999998,2.6049999999999995,3.3579999999999997,2.322,2.3,1.946,2.67,2.976,3.2199999999999998,2.9450000000000003,3.0380000000000003,https://www.numbeo.com/cost-of-living/in/Graz?displayCurrency=EUR,3.0,1.55,41.36,770.0,613.38,1380.0,1205.0,2491.07,326.63,17.96,384.43,6583.33,Graz,38364.0,21763.0,19410.0,10418.0,31584.0,60715.0,5091.0,18264.0,45848.0,44590.0,18068.0,53635.0,21216,83447.0,65270.0,25091,77068,70827,49496.0,81721,85858,70476,5657.0,14217.0,77692.0,24023.0,38772.0,1698.0,42005.0,25571.0,17646.0,34760.0,19253.0,39937.0,3787.0,65020.0,38199.0,36349.0,61386.0,13435.0,7277.0,10677.0,8536.0,41733,12087.0,76952,7110,7404.0,15559,33228,29976.0,5659,30129.0,10520,24377,51004.0,33419,41092,18217.0,49850,11186,8061,119427.0,68272,59032.0,40299,31709.0,22863,21911,7859.0,60484,9840,17576.0,10969,37035.0,7368.0,15254.0,21849.0,62873.0,30284.0,25553.0,15585.0,32171.0,8558.0,42862.0,149471.0
Valletta,Valletta,6794,MT,Malta,14.5125,35.898333,10.0,2.062,2.562,2.857,2.3369999999999997,2.094,2.003,2.0060000000000002,2.2399999999999998,2.075,2.6299999999999994,3.1539999999999995,3.2900000000000005,2.8969999999999994,2.532,https://www.numbeo.com/cost-of-living/in/Valletta?displayCurrency=EUR,2.0,1.34,44.0,1000.0,891.67,2216.67,1370.0,1366.67,82.39,24.37,616.0,7500.0,Valletta,146436.0,72099.0,56471.0,30674.0,55004.0,203243.0,17450.0,23548.0,123601.0,134328.0,33225.0,101859.0,48173,167972.0,151902.0,70613,143424,66752,110593.0,124887,79102,105876,14050.0,43116.0,137006.0,5512.0,100525.0,2325.0,87892.0,66243.0,7810.0,63239.0,9074.0,13244.0,4433.0,111590.0,114736.0,88676.0,64513.0,9192.0,43974.0,899.0,22319.0,90775,22152.0,186752,9119,38862.0,35206,86647,76289.0,12668,86454.0,28519,95663,99271.0,44368,134142,13738.0,157511,34741,34053,230438.0,116022,161200.0,123666,94662.0,66829,73567,41955.0,111259,63468,51532.0,58260,79335.0,69667.0,72230.0,87192.0,50171.0,45176.0,63363.0,4303.0,21003.0,30278.0,132795.0,152446.0
Groningen,Groningen,233218,NL,Netherlands,6.5680077,53.2190652,14.600114829880178,2.85,3.1980000000000004,3.418,3.303,2.8560000000000003,3.338,2.001,2.63,2.118,2.59,2.6050000000000004,3.1569999999999996,3.0949999999999998,3.156,https://www.numbeo.com/cost-of-living/in/Groningen?displayCurrency=EUR,2.5,1.92,28.06,1012.81,780.72,1419.23,1120.17,2979.94,186.85,19.77,1538.12,3278.25,Groningen,36885.0,23452.0,18423.0,3999.0,19468.0,53784.0,4992.0,9670.0,35843.0,41027.0,6587.0,54676.0,16642,69458.0,63363.0,14687,53108,55416,35338.0,50352,26540,48271,5199.0,12976.0,59160.0,8118.0,30688.0,4346.0,29751.0,21865.0,6220.0,27299.0,7273.0,7581.0,3896.0,70882.0,34327.0,30487.0,35415.0,4419.0,8443.0,1165.0,2748.0,35249,6705.0,57383,3513,5268.0,7803,24861,17715.0,4510,22040.0,5620,30539,42815.0,19761,60134,5510.0,44254,5799,11766,78950.0,35705,37257.0,30855,18279.0,10799,10295,7322.0,43521,10329,15964.0,6643,9708.0,10462.0,15371.0,15680.0,29150.0,23564.0,13483.0,14377.0,15168.0,17611.0,38226.0,97798.0
Hamburg,Hamburg,1845229,DE,Germany,10.000654,53.550341,17.29100478163983,3.2079999999999997,2.4459999999999997,3.1039999999999996,3.309,2.553,3.342,2.3149999999999995,2.3399999999999994,1.564,2.2399999999999998,2.641,3.3660000000000005,3.02,2.8810000000000002,https://www.numbeo.com/cost-of-living/in/Hamburg?displayCurrency=EUR,3.53,1.82,44.17,1064.42,773.35,2017.39,1427.59,3154.7,334.19,24.91,214.0,8019.29,Hamburg,106004.0,79850.0,42999.0,25931.0,58582.0,205100.0,20624.0,50787.0,120700.0,108865.0,74835.0,163063.0,62103,201406.0,160359.0,40857,184617,137769,101452.0,193307,119445,151791,9391.0,46227.0,228250.0,82109.0,114953.0,6998.0,106387.0,66319.0,44442.0,88798.0,46924.0,49747.0,9338.0,181110.0,100399.0,107900.0,121768.0,19658.0,23002.0,7021.0,13247.0,118859,33546.0,240505,27284,16668.0,49171,128061,81157.0,16819,108345.0,33765,105299,144527.0,80500,121999,41144.0,164305,31255,22169,318417.0,174473,115766.0,115007,96635.0,64566,59158,30542.0,153458,50760,51945.0,41528,81784.0,32401.0,41208.0,68284.0,94199.0,70525.0,72837.0,19758.0,65620.0,24656.0,137499.0,483785.0
Helsinki,Helsinki,658864,FI,Finland,24.9427473,60.1674881,15.951220273300807,3.263,2.672,2.794,3.2,2.9130000000000003,3.0760000000000005,2.3560000000000003,2.33,1.682,2.39,2.669,3.342,3.268,3.2960000000000007,https://www.numbeo.com/cost-of-living/in/Helsinki?displayCurrency=EUR,2.95,1.88,44.57,1054.0,816.25,1761.83,1317.33,2759.3,126.06,24.69,315.4,7553.85,Helsinki,122977.0,86486.0,63123.0,32924.0,37555.0,187698.0,14392.0,35380.0,139286.0,163171.0,61242.0,170093.0,86820,235992.0,190799.0,72250,185586,115514,95096.0,189041,130825,110707,4284.0,33288.0,121081.0,12275.0,91713.0,5528.0,84374.0,68176.0,15080.0,49825.0,15100.0,23799.0,4085.0,196975.0,154450.0,118318.0,112905.0,12512.0,34502.0,15171.0,16488.0,78977,39645.0,177438,10665,10529.0,6349,110078,40756.0,29891,65716.0,21968,48488,101876.0,40987,155054,20522.0,128655,29837,22976,298776.0,150968,154446.0,102474,52096.0,50832,28652,27431.0,102073,51956,27204.0,54699,22995.0,31762.0,51900.0,52440.0,48157.0,57445.0,48471.0,31086.0,55536.0,10899.0,77812.0,386046.0
Ingolstadt,Ingolstadt,120658,DE,Germany,11.4250395,48.7630165,13.742763374300118,2.725,2.671,3.1239999999999997,3.229,2.9200000000000004,3.0869999999999997,2.785,,1.5030000000000001,,2.564,3.171,2.721,2.9159999999999995,https://www.numbeo.com/cost-of-living/in/Ingolstadt?displayCurrency=EUR,2.9,1.73,37.96,878.33,658.33,1583.33,1283.33,3238.14,235.49,38.29,120.0,7666.67,Ingolstadt,12781.0,8405.0,5977.0,3800.0,9382.0,21951.0,1627.0,6726.0,12308.0,15650.0,11273.0,18842.0,9815,22399.0,19278.0,5271,24342,20526,13206.0,25434,21473,20081,865.0,5946.0,29398.0,9875.0,15377.0,997.0,13537.0,8969.0,6020.0,11731.0,6429.0,9104.0,1198.0,22915.0,12533.0,13911.0,18987.0,2938.0,2252.0,2398.0,1141.0,15915,5850.0,28579,5556,4262.0,7414,17457,9364.0,1452,13276.0,4697,14356,16939.0,10204,14140,9205.0,22953,4810,3265,42083.0,24589,16427.0,16774,13653.0,8661,5568,3633.0,20271,7317,6984.0,4892,11463.0,4239.0,5587.0,9643.0,16808.0,9138.0,6937.0,4159.0,10800.0,2162.0,14846.0,57921.0
Irakleio,Irakleio,49642,GR,Greece,23.0350983,40.7574638,12.587349458214987,2.4469999999999996,2.367,2.275,2.04,2.372,2.477,2.03,2.2600000000000002,2.245,2.3800000000000003,2.109,3.086,2.7230000000000003,2.688,https://www.numbeo.com/cost-of-living/in/Heraklion?displayCurrency=EUR,1.35,1.91,40.0,430.0,352.22,837.5,708.33,930.62,165.94,19.09,367.08,3212.5,Irakleio,34638.0,19511.0,17765.0,4907.0,14727.0,48610.0,6711.0,7193.0,36792.0,61224.0,14327.0,51460.0,11742,50481.0,51518.0,27789,56360,22943,31618.0,54141,20671,33332,4398.0,18167.0,44899.0,2798.0,40948.0,1498.0,29498.0,13400.0,994.0,21445.0,1098.0,12591.0,1914.0,45184.0,27690.0,21858.0,23251.0,4932.0,12317.0,997.0,1851.0,28076,11503.0,63127,7067,5456.0,2799,35414,14223.0,4967,20443.0,10291,19817,40692.0,19319,29075,6628.0,38990,18339,12046,78208.0,37171,38417.0,29329,28663.0,14291,13447,13750.0,30734,16273,10321.0,15128,10333.0,10483.0,20607.0,17627.0,33412.0,16465.0,25525.0,1098.0,6304.0,11843.0,46362.0,9981.0
Istanbul,Istanbul,14804116,TR,Türkiye,29.052495,41.0766019,20.0,2.574,2.378,2.641,2.505,2.261,2.386,2.351,1.9700000000000002,1.3929999999999998,2.43,2.338,3.052,2.9509999999999996,2.9880000000000004,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=EUR,0.53,1.14,44.99,808.92,496.06,1509.49,915.14,739.84,51.98,9.18,567.08,3006.68,Istanbul,845290.0,561970.0,444687.0,86515.0,376070.0,1395490.0,34737.0,167278.0,583277.0,860549.0,262483.0,1284718.0,262953,1708698.0,1662566.0,395590,1612408,362407,961102.0,1411728,704907,1064039,86993.0,397550.0,1482825.0,187767.0,1043183.0,41669.0,538668.0,256790.0,240782.0,828152.0,176981.0,211594.0,93571.0,1356994.0,955113.0,622413.0,576495.0,66965.0,267537.0,30994.0,130368.0,606049,110496.0,2012958,194148,88426.0,89750,1265565,505792.0,100050,360284.0,127033,637451,830138.0,291077,853625,143097.0,1367065,225052,195242,3300000.0,1288331,947800.0,716773,478423.0,733905,546508,270774.0,625342,273145,585735.0,457505,552666.0,114600.0,856521.0,783637.0,681218.0,395390.0,861427.0,37600.0,413856.0,106163.0,1650000.0,4800000.0
Karlsruhe,Karlsruhe,283799,DE,Germany,8.4034195,49.0068705,14.855484011405354,3.162,2.655,3.262,3.322,2.887,3.376,2.496,2.4499999999999997,1.5370000000000001,2.3600000000000003,2.708,3.4369999999999994,3.11,2.854,https://www.numbeo.com/cost-of-living/in/Karlsruhe?displayCurrency=EUR,3.1,1.76,32.17,966.67,786.0,1800.0,1258.33,2772.22,255.87,26.78,485.0,4600.0,Karlsruhe,24599.0,16687.0,10832.0,6100.0,16668.0,44075.0,3438.0,12527.0,26536.0,26108.0,20212.0,38175.0,15511,48479.0,41066.0,12988,47442,39180,26044.0,50899,34197,38762,2948.0,12011.0,61145.0,22442.0,28518.0,1793.0,28727.0,16594.0,11197.0,22042.0,12012.0,15853.0,2115.0,51700.0,23988.0,25642.0,35148.0,5132.0,5590.0,2748.0,2979.0,28313,9979.0,56931,8375,4447.0,18363,37048,19884.0,4229,29764.0,10284,28446,35531.0,20761,28561,12861.0,43254,8093,6110,82469.0,47496,35557.0,34278,24619.0,17900,12039,6620.0,39499,15031,13823.0,11309,25671.0,8042.0,10562.0,19577.0,31615.0,18321.0,15110.0,8004.0,19089.0,5500.0,31935.0,100807.0
Kassel,Kassel,194501,DE,Germany,9.4924096,51.3154546,14.363942990432438,2.9240000000000004,2.324,3.166,3.454,2.723,3.3699999999999997,2.2550000000000003,2.52,1.834,2.3200000000000003,2.653,3.2459999999999996,2.9240000000000004,3.0629999999999997,https://www.numbeo.com/cost-of-living/in/Kassel-Germany?displayCurrency=EUR,3.0,1.73,28.75,700.0,500.0,930.0,750.0,2400.0,469.26,28.73,320.0,5085.0,Kassel,18062.0,12165.0,8694.0,4983.0,13784.0,31101.0,2524.0,9308.0,18878.0,18030.0,15005.0,24180.0,9432,33634.0,29053.0,7347,35496,31300,21061.0,35086,25649,28091,2088.0,15229.0,43509.0,19344.0,19810.0,1055.0,20154.0,13048.0,8313.0,17805.0,9224.0,12799.0,1415.0,37241.0,19258.0,19111.0,25793.0,4987.0,3299.0,2244.0,2122.0,21951,5334.0,45917,6694,3390.0,10349,26041,15655.0,2622,21547.0,6980,22373,27748.0,14703,19894,6860.0,32077,5882,4164,63256.0,37919,21457.0,22521,19410.0,11647,9796,5477.0,28615,9619,8604.0,6119,16341.0,5058.0,8171.0,15060.0,22059.0,13022.0,12443.0,5602.0,15182.0,4450.0,28150.0,86255.0
Koblenz,Koblenz,107319,DE,Germany,7.5943951,50.3533278,13.590349986183488,2.456,2.602,3.36,2.952,2.6950000000000003,3.142,2.2289999999999996,2.5399999999999996,1.726,2.63,2.165,3.088,2.4930000000000003,2.822,https://www.numbeo.com/cost-of-living/in/Koblenz-Germany?displayCurrency=EUR,4.12,1.72,25.4,680.0,576.0,1283.33,1110.0,2866.67,255.39,22.98,733.33,4250.0,Koblenz,20060.0,14683.0,9081.0,5372.0,14993.0,36179.0,2726.0,11754.0,20810.0,21313.0,17630.0,28456.0,12737,37146.0,32875.0,7783,38321,28585,20164.0,38801,27408,30836,2436.0,15066.0,49561.0,18292.0,22106.0,1049.0,22005.0,13294.0,9362.0,19248.0,9617.0,12741.0,1456.0,39872.0,19952.0,20773.0,28137.0,4116.0,3277.0,1477.0,1934.0,23758,6023.0,48011,5543,3756.0,11532,28990,17362.0,2879,21701.0,6956,22357,29608.0,15914,21646,7690.0,32199,4993,5352,67570.0,41957,29782.0,25467,22570.0,13976,8203,5382.0,30218,9890,11529.0,8224,17875.0,8601.0,9178.0,17131.0,22850.0,12735.0,11611.0,5362.0,16836.0,4726.0,26902.0,68789.0
Konstanz,Konstanz,81275,DE,Germany,9.1750718,47.659216,13.228725218016528,3.0800000000000005,2.439,3.165,3.0460000000000003,2.862,3.028,2.2769999999999997,2.7699999999999996,1.362,2.44,2.79,3.3240000000000003,2.92,3.004,https://www.numbeo.com/cost-of-living/in/Konstanz-Germany?displayCurrency=EUR,2.9,1.82,47.91,1059.67,809.99,2419.92,1778.68,2992.8,347.04,27.81,566.62,8166.67,Konstanz,6563.0,4352.0,2748.0,1740.0,6173.0,12996.0,998.0,3749.0,7405.0,7107.0,5667.0,9933.0,3899,13568.0,11936.0,3622,13136,12041,8413.0,14056,10277,10754,873.0,3766.0,15358.0,6146.0,8033.0,997.0,7138.0,5003.0,3257.0,6591.0,3155.0,5745.0,998.0,14241.0,7424.0,7190.0,10310.0,1967.0,1759.0,879.0,1007.0,8939,2240.0,14564,2945,1037.0,3249,8842,5353.0,1038,7901.0,3148,6621,9974.0,5959,8266,2809.0,10643,2099,1855,21343.0,12283,9789.0,8914,7082.0,4681,4436,1935.0,11129,2646,4099.0,2381,5408.0,2491.0,2643.0,4447.0,9858.0,5422.0,3832.0,1967.0,4607.0,1899.0,8414.0,19918.0
Kosice,Kosice,228249,SK,Slovakia,21.2496774,48.7172272,14.57209666544717,2.438,2.648,2.484,2.876,2.44,2.9750000000000005,1.96,2.1999999999999997,1.754,2.0799999999999996,3.12,3.186,2.98,2.909,https://www.numbeo.com/cost-of-living/in/Kosice?displayCurrency=EUR,1.0,1.56,39.0,661.11,525.0,1088.89,785.71,1193.67,220.33,33.0,310.0,3625.0,Kosice,31524.0,25057.0,16834.0,1648.0,12936.0,47668.0,3005.0,11060.0,39717.0,51220.0,10531.0,54095.0,28529,62525.0,51070.0,17713,63191,45706,39122.0,52556,42340,39943,3077.0,14271.0,38085.0,3925.0,27108.0,994.0,28908.0,18802.0,6838.0,22413.0,4804.0,15684.0,2398.0,52862.0,32726.0,29122.0,42103.0,4988.0,1784.0,12239.0,5369.0,20624,11894.0,57259,3378,4829.0,2778,21572,9645.0,6883,8943.0,5242,24232,27457.0,7669,31253,2946.0,42107,9851,6472,82793.0,45574,34279.0,40398,27200.0,15740,7880,5623.0,36834,15017,4599.0,9059,6745.0,3799.0,11759.0,22245.0,56521.0,27493.0,22090.0,2409.0,16771.0,6153.0,39709.0,133460.0
Krakow,Krakow,755050,PL,Poland,19.9368564,50.0619474,16.128498219419306,2.959,2.616,2.457,2.8019999999999996,2.632,3.1999999999999997,2.3510000000000004,2.0500000000000003,1.8799999999999997,2.15,2.5909999999999997,3.2170000000000005,3.07,2.733,https://www.numbeo.com/cost-of-living/in/Krakow-Cracow?displayCurrency=EUR,1.16,1.51,32.42,786.8,603.88,1418.52,1011.4,1683.01,259.03,7.75,340.56,4710.42,Krakow,151877.0,102529.0,59364.0,14554.0,46581.0,214481.0,17189.0,24223.0,106033.0,142785.0,44650.0,257466.0,89266,341930.0,298116.0,151902,297652,118730,126398.0,266860,141247,143668,16146.0,61575.0,132027.0,21567.0,110173.0,5149.0,136878.0,73289.0,17966.0,83497.0,16052.0,62250.0,13939.0,165424.0,98299.0,60390.0,122135.0,42865.0,25532.0,18010.0,15696.0,122744,94277.0,309606,26275,19291.0,12557,157288,64916.0,28291,55237.0,32402,114150,151688.0,33722,131774,13678.0,162615,50451,21367,289100.0,109301,117694.0,114566,92513.0,39688,25691,33375.0,127557,68118,15835.0,50440,42539.0,84542.0,22334.0,67714.0,181926.0,74487.0,70915.0,14702.0,38834.0,12547.0,156561.0,548253.0
Koln,Koln,963395,DE,Germany,6.959974,50.938361,16.445515986789935,2.7,2.3609999999999998,3.1760000000000006,3.03,2.5709999999999997,3.1630000000000003,2.314,,1.353,,2.474,3.2689999999999997,2.762,2.535,https://www.numbeo.com/cost-of-living/in/Cologne?displayCurrency=EUR,3.2,1.72,30.38,1020.31,791.25,2000.0,1327.73,2923.68,332.63,26.23,733.33,5916.67,Koln,91858.0,58592.0,40577.0,23950.0,54482.0,152868.0,15903.0,44315.0,91628.0,97436.0,69275.0,130046.0,58064,168879.0,139601.0,39117,167367,129032,83950.0,176187,108491,130337,8299.0,40457.0,210848.0,74764.0,100059.0,5817.0,103199.0,50442.0,37526.0,73843.0,39341.0,46326.0,6530.0,157754.0,78155.0,86499.0,111144.0,18031.0,18141.0,6531.0,10877.0,101076,25141.0,207435,21556,14421.0,54905,115935,70965.0,15918,92405.0,31387,90291,118689.0,71764,100237,43863.0,140161,24144,18837,288869.0,168461,117801.0,103913,95624.0,55833,48130,24896.0,134302,53566,46671.0,33684,85300.0,20889.0,35757.0,67734.0,89170.0,54471.0,54208.0,21675.0,58658.0,20931.0,117537.0,376731.0
Copenhagen,Copenhagen,1153615,DK,Denmark,12.5700724,55.6867243,16.67993924373573,3.0569999999999995,2.535,3.084,3.271,2.443,3.2899999999999996,2.3179999999999996,2.4,1.566,2.4699999999999998,2.7670000000000003,3.4829999999999997,3.502,3.1499999999999995,https://www.numbeo.com/cost-of-living/in/Copenhagen?displayCurrency=EUR,3.22,1.92,39.31,1604.45,1207.08,2926.0,2021.44,3776.12,182.15,14.1,525.61,7519.49,Copenhagen,239140.0,147846.0,121700.0,48650.0,98226.0,294373.0,25593.0,54999.0,180174.0,232765.0,70399.0,339076.0,205900,352134.0,253700.0,87240,297543,321796,165062.0,340488,133950,213757,26679.0,61907.0,231670.0,164350.0,129120.0,10342.0,121060.0,114755.0,62765.0,73894.0,11505.0,40297.0,13065.0,236238.0,146324.0,143012.0,132804.0,19328.0,46891.0,8012.0,51104.0,149556,29553.0,325036,18178,24212.0,37629,106373,68738.0,60842,175275.0,59657,148882,265218.0,120220,273408,28973.0,210354,70556,47327,483162.0,171820,313804.0,172140,139455.0,75491,69044,74313.0,218286,83617,62041.0,72912,38850.0,95431.0,68495.0,112726.0,69764.0,50599.0,42997.0,21224.0,34700.0,25233.0,120409.0,734075.0
Nicosia,Nicosia,200452,CY,Cyprus,33.3638783,35.1746503,14.403150743086023,2.017,2.975,2.7499999999999996,2.568,2.249,2.6210000000000004,1.9070000000000003,2.07,1.9229999999999998,2.19,2.514,2.447,2.3190000000000004,2.5600000000000005,https://www.numbeo.com/cost-of-living/in/Nicosia?displayCurrency=EUR,2.4,1.39,61.5,638.42,530.31,1239.38,1008.75,1520.18,190.41,20.87,395.0,2400.0,Nicosia,70811.0,48590.0,40863.0,11419.0,38684.0,104400.0,6237.0,10408.0,72373.0,108939.0,20045.0,81990.0,45449,123364.0,103077.0,66119,97210,33182,67195.0,93169,30944,62235,3481.0,24220.0,89052.0,2999.0,68876.0,1243.0,52406.0,25610.0,1740.0,34343.0,1135.0,9268.0,2299.0,64035.0,63993.0,44125.0,37963.0,6159.0,19416.0,996.0,3912.0,46292,21219.0,112966,12898,10481.0,9916,62761,32237.0,10686,60349.0,22765,51522,72355.0,33393,47146,11607.0,106163,35117,24137,148650.0,62732,77008.0,63473,42829.0,41442,41741,25607.0,78162,34398,25691.0,38228,30597.0,27561.0,31061.0,39077.0,42638.0,26492.0,47191.0,1817.0,10807.0,17750.0,95285.0,201942.0
